src_ip,dst_ip,src_port,dst_port,total_packets,duration,syn_count,ack_count,fin_count,rst_count,push_count,total_payload,avg_payload,std_payload,min_payload,max_payload,zero_payload_ratio,avg_inter_arrival,std_inter_arrival,max_inter_arrival,avg_window,std_window,min_window,incomplete_requests,keepalive_count,packets_per_sec,bytes_per_sec,conn_established,conn_closed,long_lived,prediction,confidence,status
unknown_180,unknown,0,80,10,1.0,1,10,0,0,5,1000,100,50,0,200,0.1,0.1,0.05,0.2,65535,1000,60000,0,0,10.0,1000.0,1,0,0,0,0.2,BENIGN
unknown_190,unknown,0,80,10,1.0,1,10,0,0,5,1000,100,50,0,200,0.1,0.1,0.05,0.2,65535,1000,60000,0,0,10.0,1000.0,1,0,0,0,0.2,BENIGN
unknown_200,unknown,0,80,10,1.0,1,10,0,0,5,1000,100,50,0,200,0.1,0.1,0.05,0.2,65535,1000,60000,0,0,10.0,1000.0,1,0,0,0,0.2,BENIGN
unknown_210,unknown,0,80,10,1.0,1,10,0,0,5,1000,100,50,0,200,0.1,0.1,0.05,0.2,65535,1000,60000,0,0,10.0,1000.0,1,0,0,0,0.2,BENIGN
unknown_220,unknown,0,80,10,1.0,1,10,0,0,5,1000,100,50,0,200,0.1,0.1,0.05,0.2,65535,1000,60000,0,0,10.0,1000.0,1,0,0,0,0.2,BENIGN
unknown_230,unknown,0,80,10,1.0,1,10,0,0,5,1000,100,50,0,200,0.1,0.1,0.05,0.2,65535,1000,60000,0,0,10.0,1000.0,1,0,0,0,0.2,BENIGN
unknown_240,unknown,0,80,10,1.0,1,10,0,0,5,1000,100,50,0,200,0.1,0.1,0.05,0.2,65535,1000,60000,0,0,10.0,1000.0,1,0,0,0,0.2,BENIGN
unknown_250,unknown,0,80,10,1.0,1,10,0,0,5,1000,100,50,0,200,0.1,0.1,0.05,0.2,65535,1000,60000,0,0,10.0,1000.0,1,0,0,0,0.2,BENIGN
unknown_260,unknown,0,80,10,1.0,1,10,0,0,5,1000,100,50,0,200,0.1,0.1,0.05,0.2,65535,1000,60000,0,0,10.0,1000.0,1,0,0,0,0.2,BENIGN
unknown_270,unknown,0,80,10,1.0,1,10,0,0,5,1000,100,50,0,200,0.1,0.1,0.05,0.2,65535,1000,60000,0,0,10.0,1000.0,1,0,0,0,0.2,BENIGN
unknown_280,unknown,0,80,10,1.0,1,10,0,0,5,1000,100,50,0,200,0.1,0.1,0.05,0.2,65535,1000,60000,0,0,10.0,1000.0,1,0,0,0,0.2,BENIGN
unknown_290,unknown,0,80,10,1.0,1,10,0,0,5,1000,100,50,0,200,0.1,0.1,0.05,0.2,65535,1000,60000,0,0,10.0,1000.0,1,0,0,0,0.2,BENIGN
unknown_300,unknown,0,80,10,1.0,1,10,0,0,5,1000,100,50,0,200,0.1,0.1,0.05,0.2,65535,1000,60000,0,0,10.0,1000.0,1,0,0,0,0.2,BENIGN
unknown_310,unknown,0,80,10,1.0,1,10,0,0,5,1000,100,50,0,200,0.1,0.1,0.05,0.2,65535,1000,60000,0,0,10.0,1000.0,1,0,0,0,0.2,BENIGN
unknown_320,unknown,0,80,10,1.0,1,10,0,0,5,1000,100,50,0,200,0.1,0.1,0.05,0.2,65535,1000,60000,0,0,10.0,1000.0,1,0,0,0,0.2,BENIGN
unknown_330,unknown,0,80,10,1.0,1,10,0,0,5,1000,100,50,0,200,0.1,0.1,0.05,0.2,65535,1000,60000,0,0,10.0,1000.0,1,0,0,0,0.2,BENIGN
unknown_340,unknown,0,80,10,1.0,1,10,0,0,5,1000,100,50,0,200,0.1,0.1,0.05,0.2,65535,1000,60000,0,0,10.0,1000.0,1,0,0,0,0.2,BENIGN
unknown_350,unknown,0,80,10,1.0,1,10,0,0,5,1000,100,50,0,200,0.1,0.1,0.05,0.2,65535,1000,60000,0,0,10.0,1000.0,1,0,0,0,0.2,BENIGN
unknown_360,unknown,0,80,10,1.0,1,10,0,0,5,1000,100,50,0,200,0.1,0.1,0.05,0.2,65535,1000,60000,0,0,10.0,1000.0,1,0,0,0,0.2,BENIGN
unknown_370,unknown,0,80,10,1.0,1,10,0,0,5,1000,100,50,0,200,0.1,0.1,0.05,0.2,65535,1000,60000,0,0,10.0,1000.0,1,0,0,0,0.2,BENIGN
unknown_380,unknown,0,80,10,1.0,1,10,0,0,5,1000,100,50,0,200,0.1,0.1,0.05,0.2,65535,1000,60000,0,0,10.0,1000.0,1,0,0,0,0.2,BENIGN
unknown_390,unknown,0,80,10,1.0,1,10,0,0,5,1000,100,50,0,200,0.1,0.1,0.05,0.2,65535,1000,60000,0,0,10.0,1000.0,1,0,0,0,0.2,BENIGN
unknown_400,unknown,0,80,10,1.0,1,10,0,0,5,1000,100,50,0,200,0.1,0.1,0.05,0.2,65535,1000,60000,0,0,10.0,1000.0,1,0,0,0,0.2,BENIGN
unknown_410,unknown,0,80,10,1.0,1,10,0,0,5,1000,100,50,0,200,0.1,0.1,0.05,0.2,65535,1000,60000,0,0,10.0,1000.0,1,0,0,0,0.2,BENIGN
unknown_420,unknown,0,80,10,1.0,1,10,0,0,5,1000,100,50,0,200,0.1,0.1,0.05,0.2,65535,1000,60000,0,0,10.0,1000.0,1,0,0,0,0.2,BENIGN
unknown_430,unknown,0,80,10,1.0,1,10,0,0,5,1000,100,50,0,200,0.1,0.1,0.05,0.2,65535,1000,60000,0,0,10.0,1000.0,1,0,0,0,0.2,BENIGN
unknown_440,unknown,0,80,10,1.0,1,10,0,0,5,1000,100,50,0,200,0.1,0.1,0.05,0.2,65535,1000,60000,0,0,10.0,1000.0,1,0,0,0,0.2,BENIGN
unknown_450,unknown,0,80,10,1.0,1,10,0,0,5,1000,100,50,0,200,0.1,0.1,0.05,0.2,65535,1000,60000,0,0,10.0,1000.0,1,0,0,0,0.2,BENIGN
unknown_460,unknown,0,80,10,1.0,1,10,0,0,5,1000,100,50,0,200,0.1,0.1,0.05,0.2,65535,1000,60000,0,0,10.0,1000.0,1,0,0,0,0.2,BENIGN
unknown_470,unknown,0,80,10,1.0,1,10,0,0,5,1000,100,50,0,200,0.1,0.1,0.05,0.2,65535,1000,60000,0,0,10.0,1000.0,1,0,0,0,0.2,BENIGN
unknown_480,unknown,0,80,10,1.0,1,10,0,0,5,1000,100,50,0,200,0.1,0.1,0.05,0.2,65535,1000,60000,0,0,10.0,1000.0,1,0,0,0,0.2,BENIGN
unknown_490,unknown,0,80,10,1.0,1,10,0,0,5,1000,100,50,0,200,0.1,0.1,0.05,0.2,65535,1000,60000,0,0,10.0,1000.0,1,0,0,0,0.2,BENIGN
unknown_500,unknown,0,80,10,1.0,1,10,0,0,5,1000,100,50,0,200,0.1,0.1,0.05,0.2,65535,1000,60000,0,0,10.0,1000.0,1,0,0,0,0.2,BENIGN
unknown_510,unknown,0,80,10,1.0,1,10,0,0,5,1000,100,50,0,200,0.1,0.1,0.05,0.2,65535,1000,60000,0,0,10.0,1000.0,1,0,0,0,0.2,BENIGN
unknown_520,unknown,0,80,10,1.0,1,10,0,0,5,1000,100,50,0,200,0.1,0.1,0.05,0.2,65535,1000,60000,0,0,10.0,1000.0,1,0,0,0,0.2,BENIGN
unknown_530,unknown,0,80,10,1.0,1,10,0,0,5,1000,100,50,0,200,0.1,0.1,0.05,0.2,65535,1000,60000,0,0,10.0,1000.0,1,0,0,0,0.2,BENIGN
unknown_540,unknown,0,80,10,1.0,1,10,0,0,5,1000,100,50,0,200,0.1,0.1,0.05,0.2,65535,1000,60000,0,0,10.0,1000.0,1,0,0,0,0.2,BENIGN
unknown_550,unknown,0,80,10,1.0,1,10,0,0,5,1000,100,50,0,200,0.1,0.1,0.05,0.2,65535,1000,60000,0,0,10.0,1000.0,1,0,0,0,0.2,BENIGN
unknown_560,unknown,0,80,10,1.0,1,10,0,0,5,1000,100,50,0,200,0.1,0.1,0.05,0.2,65535,1000,60000,0,0,10.0,1000.0,1,0,0,0,0.2,BENIGN
unknown_570,unknown,0,80,10,1.0,1,10,0,0,5,1000,100,50,0,200,0.1,0.1,0.05,0.2,65535,1000,60000,0,0,10.0,1000.0,1,0,0,0,0.2,BENIGN
unknown_580,unknown,0,80,10,1.0,1,10,0,0,5,1000,100,50,0,200,0.1,0.1,0.05,0.2,65535,1000,60000,0,0,10.0,1000.0,1,0,0,0,0.2,BENIGN
unknown_590,unknown,0,80,10,1.0,1,10,0,0,5,1000,100,50,0,200,0.1,0.1,0.05,0.2,65535,1000,60000,0,0,10.0,1000.0,1,0,0,0,0.2,BENIGN
unknown_600,unknown,0,80,10,1.0,1,10,0,0,5,1000,100,50,0,200,0.1,0.1,0.05,0.2,65535,1000,60000,0,0,10.0,1000.0,1,0,0,0,0.2,BENIGN
unknown_610,unknown,0,80,10,1.0,1,10,0,0,5,1000,100,50,0,200,0.1,0.1,0.05,0.2,65535,1000,60000,0,0,10.0,1000.0,1,0,0,0,0.2,BENIGN
unknown_620,unknown,0,80,10,1.0,1,10,0,0,5,1000,100,50,0,200,0.1,0.1,0.05,0.2,65535,1000,60000,0,0,10.0,1000.0,1,0,0,0,0.2,BENIGN
unknown_630,unknown,0,80,10,1.0,1,10,0,0,5,1000,100,50,0,200,0.1,0.1,0.05,0.2,65535,1000,60000,0,0,10.0,1000.0,1,0,0,0,0.2,BENIGN
unknown_640,unknown,0,80,10,1.0,1,10,0,0,5,1000,100,50,0,200,0.1,0.1,0.05,0.2,65535,1000,60000,0,0,10.0,1000.0,1,0,0,0,0.2,BENIGN
unknown_650,unknown,0,80,10,1.0,1,10,0,0,5,1000,100,50,0,200,0.1,0.1,0.05,0.2,65535,1000,60000,0,0,10.0,1000.0,1,0,0,0,0.2,BENIGN
unknown_660,unknown,0,80,10,1.0,1,10,0,0,5,1000,100,50,0,200,0.1,0.1,0.05,0.2,65535,1000,60000,0,0,10.0,1000.0,1,0,0,0,0.2,BENIGN
unknown_670,unknown,0,80,10,1.0,1,10,0,0,5,1000,100,50,0,200,0.1,0.1,0.05,0.2,65535,1000,60000,0,0,10.0,1000.0,1,0,0,0,0.2,BENIGN
unknown_680,unknown,0,80,10,1.0,1,10,0,0,5,1000,100,50,0,200,0.1,0.1,0.05,0.2,65535,1000,60000,0,0,10.0,1000.0,1,0,0,0,0.2,BENIGN
unknown_690,unknown,0,80,10,1.0,1,10,0,0,5,1000,100,50,0,200,0.1,0.1,0.05,0.2,65535,1000,60000,0,0,10.0,1000.0,1,0,0,0,0.2,BENIGN
unknown_700,unknown,0,80,10,1.0,1,10,0,0,5,1000,100,50,0,200,0.1,0.1,0.05,0.2,65535,1000,60000,0,0,10.0,1000.0,1,0,0,0,0.2,BENIGN
unknown_710,unknown,0,80,10,1.0,1,10,0,0,5,1000,100,50,0,200,0.1,0.1,0.05,0.2,65535,1000,60000,0,0,10.0,1000.0,1,0,0,0,0.2,BENIGN
unknown_720,unknown,0,80,10,1.0,1,10,0,0,5,1000,100,50,0,200,0.1,0.1,0.05,0.2,65535,1000,60000,0,0,10.0,1000.0,1,0,0,0,0.2,BENIGN
unknown_730,unknown,0,80,10,1.0,1,10,0,0,5,1000,100,50,0,200,0.1,0.1,0.05,0.2,65535,1000,60000,0,0,10.0,1000.0,1,0,0,0,0.2,BENIGN
unknown_740,unknown,0,80,10,1.0,1,10,0,0,5,1000,100,50,0,200,0.1,0.1,0.05,0.2,65535,1000,60000,0,0,10.0,1000.0,1,0,0,0,0.2,BENIGN
unknown_750,unknown,0,80,10,1.0,1,10,0,0,5,1000,100,50,0,200,0.1,0.1,0.05,0.2,65535,1000,60000,0,0,10.0,1000.0,1,0,0,0,0.2,BENIGN
unknown_760,unknown,0,80,10,1.0,1,10,0,0,5,1000,100,50,0,200,0.1,0.1,0.05,0.2,65535,1000,60000,0,0,10.0,1000.0,1,0,0,0,0.2,BENIGN
unknown_770,unknown,0,80,10,1.0,1,10,0,0,5,1000,100,50,0,200,0.1,0.1,0.05,0.2,65535,1000,60000,0,0,10.0,1000.0,1,0,0,0,0.2,BENIGN
unknown_780,unknown,0,80,10,1.0,1,10,0,0,5,1000,100,50,0,200,0.1,0.1,0.05,0.2,65535,1000,60000,0,0,10.0,1000.0,1,0,0,0,0.2,BENIGN
unknown_790,unknown,0,80,10,1.0,1,10,0,0,5,1000,100,50,0,200,0.1,0.1,0.05,0.2,65535,1000,60000,0,0,10.0,1000.0,1,0,0,0,0.2,BENIGN
unknown_800,unknown,0,80,10,1.0,1,10,0,0,5,1000,100,50,0,200,0.1,0.1,0.05,0.2,65535,1000,60000,0,0,10.0,1000.0,1,0,0,0,0.2,BENIGN
unknown_810,unknown,0,80,10,1.0,1,10,0,0,5,1000,100,50,0,200,0.1,0.1,0.05,0.2,65535,1000,60000,0,0,10.0,1000.0,1,0,0,0,0.2,BENIGN
unknown_820,unknown,0,80,10,1.0,1,10,0,0,5,1000,100,50,0,200,0.1,0.1,0.05,0.2,65535,1000,60000,0,0,10.0,1000.0,1,0,0,0,0.2,BENIGN
unknown_830,unknown,0,80,10,1.0,1,10,0,0,5,1000,100,50,0,200,0.1,0.1,0.05,0.2,65535,1000,60000,0,0,10.0,1000.0,1,0,0,0,0.2,BENIGN
unknown_840,unknown,0,80,10,1.0,1,10,0,0,5,1000,100,50,0,200,0.1,0.1,0.05,0.2,65535,1000,60000,0,0,10.0,1000.0,1,0,0,0,0.2,BENIGN
unknown_850,unknown,0,80,10,1.0,1,10,0,0,5,1000,100,50,0,200,0.1,0.1,0.05,0.2,65535,1000,60000,0,0,10.0,1000.0,1,0,0,0,0.2,BENIGN
unknown_860,unknown,0,80,10,1.0,1,10,0,0,5,1000,100,50,0,200,0.1,0.1,0.05,0.2,65535,1000,60000,0,0,10.0,1000.0,1,0,0,0,0.2,BENIGN
unknown_870,unknown,0,80,10,1.0,1,10,0,0,5,1000,100,50,0,200,0.1,0.1,0.05,0.2,65535,1000,60000,0,0,10.0,1000.0,1,0,0,0,0.2,BENIGN
unknown_880,unknown,0,80,10,1.0,1,10,0,0,5,1000,100,50,0,200,0.1,0.1,0.05,0.2,65535,1000,60000,0,0,10.0,1000.0,1,0,0,0,0.2,BENIGN
unknown_890,unknown,0,80,10,1.0,1,10,0,0,5,1000,100,50,0,200,0.1,0.1,0.05,0.2,65535,1000,60000,0,0,10.0,1000.0,1,0,0,0,0.2,BENIGN
unknown_900,unknown,0,80,10,1.0,1,10,0,0,5,1000,100,50,0,200,0.1,0.1,0.05,0.2,65535,1000,60000,0,0,10.0,1000.0,1,0,0,0,0.2,BENIGN
unknown_910,unknown,0,80,10,1.0,1,10,0,0,5,1000,100,50,0,200,0.1,0.1,0.05,0.2,65535,1000,60000,0,0,10.0,1000.0,1,0,0,0,0.2,BENIGN
unknown_920,unknown,0,80,10,1.0,1,10,0,0,5,1000,100,50,0,200,0.1,0.1,0.05,0.2,65535,1000,60000,0,0,10.0,1000.0,1,0,0,0,0.2,BENIGN
unknown_930,unknown,0,80,10,1.0,1,10,0,0,5,1000,100,50,0,200,0.1,0.1,0.05,0.2,65535,1000,60000,0,0,10.0,1000.0,1,0,0,0,0.2,BENIGN
unknown_940,unknown,0,80,10,1.0,1,10,0,0,5,1000,100,50,0,200,0.1,0.1,0.05,0.2,65535,1000,60000,0,0,10.0,1000.0,1,0,0,0,0.2,BENIGN
unknown_950,unknown,0,80,10,1.0,1,10,0,0,5,1000,100,50,0,200,0.1,0.1,0.05,0.2,65535,1000,60000,0,0,10.0,1000.0,1,0,0,0,0.2,BENIGN
unknown_960,unknown,0,80,10,1.0,1,10,0,0,5,1000,100,50,0,200,0.1,0.1,0.05,0.2,65535,1000,60000,0,0,10.0,1000.0,1,0,0,0,0.2,BENIGN
unknown_970,unknown,0,80,10,1.0,1,10,0,0,5,1000,100,50,0,200,0.1,0.1,0.05,0.2,65535,1000,60000,0,0,10.0,1000.0,1,0,0,0,0.2,BENIGN
unknown_980,unknown,0,80,10,1.0,1,10,0,0,5,1000,100,50,0,200,0.1,0.1,0.05,0.2,65535,1000,60000,0,0,10.0,1000.0,1,0,0,0,0.2,BENIGN
unknown_990,unknown,0,80,10,1.0,1,10,0,0,5,1000,100,50,0,200,0.1,0.1,0.05,0.2,65535,1000,60000,0,0,10.0,1000.0,1,0,0,0,0.2,BENIGN
unknown_1000,unknown,0,80,10,1.0,1,10,0,0,5,1000,100,50,0,200,0.1,0.1,0.05,0.2,65535,1000,60000,0,0,10.0,1000.0,1,0,0,0,0.2,BENIGN
unknown_1010,unknown,0,80,10,1.0,1,10,0,0,5,1000,100,50,0,200,0.1,0.1,0.05,0.2,65535,1000,60000,0,0,10.0,1000.0,1,0,0,0,0.2,BENIGN
unknown_1020,unknown,0,80,10,1.0,1,10,0,0,5,1000,100,50,0,200,0.1,0.1,0.05,0.2,65535,1000,60000,0,0,10.0,1000.0,1,0,0,0,0.2,BENIGN
unknown_1030,unknown,0,80,10,1.0,1,10,0,0,5,1000,100,50,0,200,0.1,0.1,0.05,0.2,65535,1000,60000,0,0,10.0,1000.0,1,0,0,0,0.2,BENIGN
unknown_1040,unknown,0,80,10,1.0,1,10,0,0,5,1000,100,50,0,200,0.1,0.1,0.05,0.2,65535,1000,60000,0,0,10.0,1000.0,1,0,0,0,0.2,BENIGN
unknown_1050,unknown,0,80,10,1.0,1,10,0,0,5,1000,100,50,0,200,0.1,0.1,0.05,0.2,65535,1000,60000,0,0,10.0,1000.0,1,0,0,0,0.2,BENIGN
unknown_1060,unknown,0,80,10,1.0,1,10,0,0,5,1000,100,50,0,200,0.1,0.1,0.05,0.2,65535,1000,60000,0,0,10.0,1000.0,1,0,0,0,0.2,BENIGN
unknown_1070,unknown,0,80,10,1.0,1,10,0,0,5,1000,100,50,0,200,0.1,0.1,0.05,0.2,65535,1000,60000,0,0,10.0,1000.0,1,0,0,0,0.2,BENIGN
unknown_1080,unknown,0,80,10,1.0,1,10,0,0,5,1000,100,50,0,200,0.1,0.1,0.05,0.2,65535,1000,60000,0,0,10.0,1000.0,1,0,0,0,0.2,BENIGN
unknown_1090,unknown,0,80,10,1.0,1,10,0,0,5,1000,100,50,0,200,0.1,0.1,0.05,0.2,65535,1000,60000,0,0,10.0,1000.0,1,0,0,0,0.2,BENIGN
unknown_1100,unknown,0,80,10,1.0,1,10,0,0,5,1000,100,50,0,200,0.1,0.1,0.05,0.2,65535,1000,60000,0,0,10.0,1000.0,1,0,0,0,0.2,BENIGN
unknown_1110,unknown,0,80,10,1.0,1,10,0,0,5,1000,100,50,0,200,0.1,0.1,0.05,0.2,65535,1000,60000,0,0,10.0,1000.0,1,0,0,0,0.2,BENIGN
unknown_1120,unknown,0,80,10,1.0,1,10,0,0,5,1000,100,50,0,200,0.1,0.1,0.05,0.2,65535,1000,60000,0,0,10.0,1000.0,1,0,0,0,0.2,BENIGN
unknown_1130,unknown,0,80,10,1.0,1,10,0,0,5,1000,100,50,0,200,0.1,0.1,0.05,0.2,65535,1000,60000,0,0,10.0,1000.0,1,0,0,0,0.2,BENIGN
unknown_1140,unknown,0,80,10,1.0,1,10,0,0,5,1000,100,50,0,200,0.1,0.1,0.05,0.2,65535,1000,60000,0,0,10.0,1000.0,1,0,0,0,0.2,BENIGN
unknown_1150,unknown,0,80,10,1.0,1,10,0,0,5,1000,100,50,0,200,0.1,0.1,0.05,0.2,65535,1000,60000,0,0,10.0,1000.0,1,0,0,0,0.2,BENIGN
unknown_1160,unknown,0,80,10,1.0,1,10,0,0,5,1000,100,50,0,200,0.1,0.1,0.05,0.2,65535,1000,60000,0,0,10.0,1000.0,1,0,0,0,0.2,BENIGN
unknown_1170,unknown,0,80,10,1.0,1,10,0,0,5,1000,100,50,0,200,0.1,0.1,0.05,0.2,65535,1000,60000,0,0,10.0,1000.0,1,0,0,0,0.2,BENIGN
unknown_1180,unknown,0,80,10,1.0,1,10,0,0,5,1000,100,50,0,200,0.1,0.1,0.05,0.2,65535,1000,60000,0,0,10.0,1000.0,1,0,0,0,0.2,BENIGN
unknown_1190,unknown,0,80,10,1.0,1,10,0,0,5,1000,100,50,0,200,0.1,0.1,0.05,0.2,65535,1000,60000,0,0,10.0,1000.0,1,0,0,0,0.2,BENIGN
unknown_1200,unknown,0,80,10,1.0,1,10,0,0,5,1000,100,50,0,200,0.1,0.1,0.05,0.2,65535,1000,60000,0,0,10.0,1000.0,1,0,0,0,0.2,BENIGN
unknown_1210,unknown,0,80,10,1.0,1,10,0,0,5,1000,100,50,0,200,0.1,0.1,0.05,0.2,65535,1000,60000,0,0,10.0,1000.0,1,0,0,0,0.2,BENIGN
unknown_1220,unknown,0,80,10,1.0,1,10,0,0,5,1000,100,50,0,200,0.1,0.1,0.05,0.2,65535,1000,60000,0,0,10.0,1000.0,1,0,0,0,0.2,BENIGN
unknown_1230,unknown,0,80,10,1.0,1,10,0,0,5,1000,100,50,0,200,0.1,0.1,0.05,0.2,65535,1000,60000,0,0,10.0,1000.0,1,0,0,0,0.2,BENIGN
unknown_1240,unknown,0,80,10,1.0,1,10,0,0,5,1000,100,50,0,200,0.1,0.1,0.05,0.2,65535,1000,60000,0,0,10.0,1000.0,1,0,0,0,0.2,BENIGN
unknown_1250,unknown,0,80,10,1.0,1,10,0,0,5,1000,100,50,0,200,0.1,0.1,0.05,0.2,65535,1000,60000,0,0,10.0,1000.0,1,0,0,0,0.2,BENIGN
unknown_1260,unknown,0,80,10,1.0,1,10,0,0,5,1000,100,50,0,200,0.1,0.1,0.05,0.2,65535,1000,60000,0,0,10.0,1000.0,1,0,0,0,0.2,BENIGN
unknown_1270,unknown,0,80,10,1.0,1,10,0,0,5,1000,100,50,0,200,0.1,0.1,0.05,0.2,65535,1000,60000,0,0,10.0,1000.0,1,0,0,0,0.2,BENIGN
unknown_1280,unknown,0,80,10,1.0,1,10,0,0,5,1000,100,50,0,200,0.1,0.1,0.05,0.2,65535,1000,60000,0,0,10.0,1000.0,1,0,0,0,0.2,BENIGN
unknown_1290,unknown,0,80,10,1.0,1,10,0,0,5,1000,100,50,0,200,0.1,0.1,0.05,0.2,65535,1000,60000,0,0,10.0,1000.0,1,0,0,0,0.2,BENIGN
unknown_1300,unknown,0,80,10,1.0,1,10,0,0,5,1000,100,50,0,200,0.1,0.1,0.05,0.2,65535,1000,60000,0,0,10.0,1000.0,1,0,0,0,0.2,BENIGN
unknown_1310,unknown,0,80,10,1.0,1,10,0,0,5,1000,100,50,0,200,0.1,0.1,0.05,0.2,65535,1000,60000,0,0,10.0,1000.0,1,0,0,0,0.2,BENIGN
unknown_1320,unknown,0,80,10,1.0,1,10,0,0,5,1000,100,50,0,200,0.1,0.1,0.05,0.2,65535,1000,60000,0,0,10.0,1000.0,1,0,0,0,0.2,BENIGN
unknown_1330,unknown,0,80,10,1.0,1,10,0,0,5,1000,100,50,0,200,0.1,0.1,0.05,0.2,65535,1000,60000,0,0,10.0,1000.0,1,0,0,0,0.2,BENIGN
unknown_1340,unknown,0,80,10,1.0,1,10,0,0,5,1000,100,50,0,200,0.1,0.1,0.05,0.2,65535,1000,60000,0,0,10.0,1000.0,1,0,0,0,0.2,BENIGN
unknown_1350,unknown,0,80,10,1.0,1,10,0,0,5,1000,100,50,0,200,0.1,0.1,0.05,0.2,65535,1000,60000,0,0,10.0,1000.0,1,0,0,0,0.2,BENIGN
unknown_1360,unknown,0,80,10,1.0,1,10,0,0,5,1000,100,50,0,200,0.1,0.1,0.05,0.2,65535,1000,60000,0,0,10.0,1000.0,1,0,0,0,0.2,BENIGN
unknown_1370,unknown,0,80,10,1.0,1,10,0,0,5,1000,100,50,0,200,0.1,0.1,0.05,0.2,65535,1000,60000,0,0,10.0,1000.0,1,0,0,0,0.2,BENIGN
unknown_1380,unknown,0,80,10,1.0,1,10,0,0,5,1000,100,50,0,200,0.1,0.1,0.05,0.2,65535,1000,60000,0,0,10.0,1000.0,1,0,0,0,0.2,BENIGN
unknown_1390,unknown,0,80,10,1.0,1,10,0,0,5,1000,100,50,0,200,0.1,0.1,0.05,0.2,65535,1000,60000,0,0,10.0,1000.0,1,0,0,0,0.2,BENIGN
