src_ip,dst_ip,src_port,dst_port,total_packets,duration,syn_count,ack_count,fin_count,rst_count,push_count,total_payload,avg_payload,std_payload,min_payload,max_payload,zero_payload_ratio,avg_inter_arrival,std_inter_arrival,max_inter_arrival,avg_window,std_window,min_window,incomplete_requests,keepalive_count,packets_per_sec,bytes_per_sec,conn_established,conn_closed,long_lived,prediction,confidence,status
unknown,unknown,0,0,0,0.001,0,0,0,0,0,95,0,0,0,0,0.1,0.1,0.05,0.2,1718,1000,60000,0,0,0,288.70660756844427,0,0,0,1,0.9133333333333333,ATTACK
unknown,unknown,0,0,0,0.001,0,0,0,0,0,179,0,0,0,0,0.1,0.1,0.05,0.2,3094,1000,60000,0,0,0,440.3029338577106,0,0,0,1,0.9083333333333333,ATTACK
unknown,unknown,0,0,0,0.001,0,0,0,0,0,194,0,0,0,0,0.1,0.1,0.05,0.2,3125,1000,60000,0,0,0,164.12290309371446,0,0,0,1,0.9890000000000001,ATTACK
unknown,unknown,0,0,0,0.001,0,0,0,0,0,63,0,0,0,0,0.1,0.1,0.05,0.2,6805,1000,60000,0,0,0,126.81397706472744,0,0,0,1,0.779,ATTACK
unknown,unknown,0,0,0,0.001,0,0,0,0,0,195,0,0,0,0,0.1,0.1,0.05,0.2,415,1000,60000,0,0,0,130.47690029652426,0,0,0,1,0.9940000000000001,ATTACK
unknown,unknown,0,0,0,0.001,0,0,0,0,0,113,0,0,0,0,0.1,0.1,0.05,0.2,6845,1000,60000,0,0,0,179.70181608070388,0,0,0,1,0.769,ATTACK
unknown,unknown,0,0,0,0.001,0,0,0,0,0,127,0,0,0,0,0.1,0.1,0.05,0.2,5789,1000,60000,0,0,0,364.25003536832105,0,0,0,1,0.7083333333333333,ATTACK
unknown,unknown,0,0,0,0.001,0,0,0,0,0,149,0,0,0,0,0.1,0.1,0.05,0.2,3954,1000,60000,0,0,0,398.6100436852444,0,0,0,1,0.9083333333333333,ATTACK
unknown,unknown,0,0,0,0.001,0,0,0,0,0,42,0,0,0,0,0.1,0.1,0.05,0.2,2846,1000,60000,0,0,0,397.92299797002266,0,0,0,1,0.9083333333333333,ATTACK
unknown,unknown,0,0,0,0.001,0,0,0,0,0,92,0,0,0,0,0.1,0.1,0.05,0.2,2129,1000,60000,0,0,0,444.8646308866759,0,0,0,1,0.9083333333333333,ATTACK
unknown,unknown,0,0,0,0.001,0,0,0,0,0,163,0,0,0,0,0.1,0.1,0.05,0.2,1899,1000,60000,0,0,0,279.486343212314,0,0,0,1,0.9133333333333333,ATTACK
unknown,unknown,0,0,0,0.001,0,0,0,0,0,169,0,0,0,0,0.1,0.1,0.05,0.2,5447,1000,60000,0,0,0,240.0139377017344,0,0,0,1,0.7183333333333333,ATTACK
unknown,unknown,0,0,0,0.001,0,0,0,0,0,197,0,0,0,0,0.1,0.1,0.05,0.2,3898,1000,60000,0,0,0,363.44120227993216,0,0,0,1,0.9083333333333333,ATTACK
unknown,unknown,0,0,0,0.001,0,0,0,0,0,54,0,0,0,0,0.1,0.1,0.05,0.2,290,1000,60000,0,0,0,404.16033944442745,0,0,0,1,0.9133333333333333,ATTACK
unknown,unknown,0,0,0,0.001,0,0,0,0,0,65,0,0,0,0,0.1,0.1,0.05,0.2,1832,1000,60000,0,0,0,479.1629611535503,0,0,0,1,0.9133333333333333,ATTACK
unknown,unknown,0,0,0,0.001,0,0,0,0,0,77,0,0,0,0,0.1,0.1,0.05,0.2,2419,1000,60000,0,0,0,349.024191442108,0,0,0,1,0.9083333333333333,ATTACK
unknown,unknown,0,0,0,0.001,0,0,0,0,0,191,0,0,0,0,0.1,0.1,0.05,0.2,1577,1000,60000,0,0,0,191.3932938068562,0,0,0,1,0.9940000000000001,ATTACK
unknown,unknown,0,0,0,0.001,0,0,0,0,0,138,0,0,0,0,0.1,0.1,0.05,0.2,4771,1000,60000,0,0,0,368.0403553084331,0,0,0,1,0.7483333333333333,ATTACK
unknown,unknown,0,0,0,0.001,0,0,0,0,0,92,0,0,0,0,0.1,0.1,0.05,0.2,1697,1000,60000,0,0,0,309.118148609827,0,0,0,1,0.9133333333333333,ATTACK
unknown,unknown,0,0,0,0.001,0,0,0,0,0,104,0,0,0,0,0.1,0.1,0.05,0.2,8055,1000,60000,0,0,0,394.7972764833023,0,0,0,1,0.6883333333333332,ATTACK
unknown,unknown,0,0,0,0.001,0,0,0,0,0,140,0,0,0,0,0.1,0.1,0.05,0.2,6205,1000,60000,0,0,0,362.8785530849806,0,0,0,1,0.6883333333333332,ATTACK
unknown,unknown,0,0,0,0.001,0,0,0,0,0,135,0,0,0,0,0.1,0.1,0.05,0.2,5790,1000,60000,0,0,0,277.4520425505336,0,0,0,1,0.7083333333333333,ATTACK
unknown,unknown,0,0,0,0.001,0,0,0,0,0,176,0,0,0,0,0.1,0.1,0.05,0.2,7751,1000,60000,0,0,0,459.91570088223625,0,0,0,1,0.6883333333333332,ATTACK
unknown,unknown,0,0,0,0.001,0,0,0,0,0,60,0,0,0,0,0.1,0.1,0.05,0.2,6213,1000,60000,0,0,0,136.0394435246831,0,0,0,1,0.769,ATTACK
unknown,unknown,0,0,0,0.001,0,0,0,0,0,185,0,0,0,0,0.1,0.1,0.05,0.2,2619,1000,60000,0,0,0,435.58890478004906,0,0,0,1,0.9083333333333333,ATTACK
unknown,unknown,0,0,0,0.001,0,0,0,0,0,89,0,0,0,0,0.1,0.1,0.05,0.2,6706,1000,60000,0,0,0,250.1489651588142,0,0,0,1,0.6883333333333332,ATTACK
unknown,unknown,0,0,0,0.001,0,0,0,0,0,154,0,0,0,0,0.1,0.1,0.05,0.2,1581,1000,60000,0,0,0,146.6919179384355,0,0,0,1,0.9940000000000001,ATTACK
unknown,unknown,0,0,0,0.001,0,0,0,0,0,142,0,0,0,0,0.1,0.1,0.05,0.2,1526,1000,60000,0,0,0,142.9164691356804,0,0,0,1,0.9940000000000001,ATTACK
unknown,unknown,0,0,0,0.001,0,0,0,0,0,182,0,0,0,0,0.1,0.1,0.05,0.2,6667,1000,60000,0,0,0,419.3726894983636,0,0,0,1,0.6883333333333332,ATTACK
unknown,unknown,0,0,0,0.001,0,0,0,0,0,55,0,0,0,0,0.1,0.1,0.05,0.2,1355,1000,60000,0,0,0,474.71863493296894,0,0,0,1,0.9133333333333333,ATTACK
unknown,unknown,0,0,0,0.001,0,0,0,0,0,50,0,0,0,0,0.1,0.1,0.05,0.2,2792,1000,60000,0,0,0,262.4620416548602,0,0,0,1,0.9083333333333333,ATTACK
unknown,unknown,0,0,0,0.001,0,0,0,0,0,106,0,0,0,0,0.1,0.1,0.05,0.2,300,1000,60000,0,0,0,236.60938735427575,0,0,0,1,0.9133333333333333,ATTACK
unknown,unknown,0,0,0,0.001,0,0,0,0,0,163,0,0,0,0,0.1,0.1,0.05,0.2,3820,1000,60000,0,0,0,231.75778772192973,0,0,0,1,0.9183333333333333,ATTACK
unknown,unknown,0,0,0,0.001,0,0,0,0,0,118,0,0,0,0,0.1,0.1,0.05,0.2,7685,1000,60000,0,0,0,414.56086339968687,0,0,0,1,0.6883333333333332,ATTACK
unknown,unknown,0,0,0,0.001,0,0,0,0,0,55,0,0,0,0,0.1,0.1,0.05,0.2,3120,1000,60000,0,0,0,206.865527217457,0,0,0,1,0.9843333333333334,ATTACK
unknown,unknown,0,0,0,0.001,0,0,0,0,0,40,0,0,0,0,0.1,0.1,0.05,0.2,7628,1000,60000,0,0,0,240.27630094301523,0,0,0,1,0.6883333333333332,ATTACK
unknown,unknown,0,0,0,0.001,0,0,0,0,0,109,0,0,0,0,0.1,0.1,0.05,0.2,6669,1000,60000,0,0,0,210.36506772319737,0,0,0,1,0.7643333333333334,ATTACK
unknown,unknown,0,0,0,0.001,0,0,0,0,0,135,0,0,0,0,0.1,0.1,0.05,0.2,6246,1000,60000,0,0,0,475.5842241431044,0,0,0,1,0.6883333333333332,ATTACK
unknown,unknown,0,0,0,0.001,0,0,0,0,0,52,0,0,0,0,0.1,0.1,0.05,0.2,2964,1000,60000,0,0,0,201.3831833983197,0,0,0,1,0.9843333333333334,ATTACK
unknown,unknown,0,0,0,0.001,0,0,0,0,0,122,0,0,0,0,0.1,0.1,0.05,0.2,7740,1000,60000,0,0,0,289.8726985492049,0,0,0,1,0.6883333333333332,ATTACK
unknown,unknown,0,0,0,0.001,0,0,0,0,0,54,0,0,0,0,0.1,0.1,0.05,0.2,71,1000,60000,0,0,0,149.99325476993607,0,0,0,1,0.9940000000000001,ATTACK
unknown,unknown,0,0,0,0.001,0,0,0,0,0,166,0,0,0,0,0.1,0.1,0.05,0.2,6000,1000,60000,0,0,0,413.2485642873648,0,0,0,1,0.6983333333333333,ATTACK
unknown,unknown,0,0,0,0.001,0,0,0,0,0,128,0,0,0,0,0.1,0.1,0.05,0.2,5759,1000,60000,0,0,0,394.6221296327986,0,0,0,1,0.7183333333333333,ATTACK
unknown,unknown,0,0,0,0.001,0,0,0,0,0,104,0,0,0,0,0.1,0.1,0.05,0.2,2047,1000,60000,0,0,0,368.43052253067896,0,0,0,1,0.9133333333333333,ATTACK
unknown,unknown,0,0,0,0.001,0,0,0,0,0,110,0,0,0,0,0.1,0.1,0.05,0.2,8102,1000,60000,0,0,0,120.36077676100452,0,0,0,1,0.779,ATTACK
unknown,unknown,0,0,0,0.001,0,0,0,0,0,69,0,0,0,0,0.1,0.1,0.05,0.2,1692,1000,60000,0,0,0,263.02710797247687,0,0,0,1,0.9133333333333333,ATTACK
unknown,unknown,0,0,0,0.001,0,0,0,0,0,113,0,0,0,0,0.1,0.1,0.05,0.2,4457,1000,60000,0,0,0,338.92305479836944,0,0,0,1,0.7483333333333333,ATTACK
unknown,unknown,0,0,0,0.001,0,0,0,0,0,162,0,0,0,0,0.1,0.1,0.05,0.2,7554,1000,60000,0,0,0,277.8314054899159,0,0,0,1,0.6883333333333332,ATTACK
unknown,unknown,0,0,0,0.001,0,0,0,0,0,107,0,0,0,0,0.1,0.1,0.05,0.2,5470,1000,60000,0,0,0,474.0656837936788,0,0,0,1,0.7183333333333333,ATTACK
unknown,unknown,0,0,0,0.001,0,0,0,0,0,158,0,0,0,0,0.1,0.1,0.05,0.2,3584,1000,60000,0,0,0,487.46240118732567,0,0,0,1,0.9083333333333333,ATTACK
unknown,unknown,0,0,0,0.001,0,0,0,0,0,85,0,0,0,0,0.1,0.1,0.05,0.2,1810,1000,60000,0,0,0,481.6410647548016,0,0,0,1,0.9133333333333333,ATTACK
unknown,unknown,0,0,0,0.001,0,0,0,0,0,92,0,0,0,0,0.1,0.1,0.05,0.2,870,1000,60000,0,0,0,244.33148802717125,0,0,0,1,0.9133333333333333,ATTACK
unknown,unknown,0,0,0,0.001,0,0,0,0,0,62,0,0,0,0,0.1,0.1,0.05,0.2,7802,1000,60000,0,0,0,172.66752403063208,0,0,0,1,0.769,ATTACK
unknown,unknown,0,0,0,0.001,0,0,0,0,0,138,0,0,0,0,0.1,0.1,0.05,0.2,4114,1000,60000,0,0,0,178.0188989417156,0,0,0,1,0.9390000000000001,ATTACK
unknown,unknown,0,0,0,0.001,0,0,0,0,0,72,0,0,0,0,0.1,0.1,0.05,0.2,1110,1000,60000,0,0,0,129.80087422711586,0,0,0,1,0.9940000000000001,ATTACK
unknown,unknown,0,0,0,0.001,0,0,0,0,0,76,0,0,0,0,0.1,0.1,0.05,0.2,3071,1000,60000,0,0,0,422.1536091265367,0,0,0,1,0.9083333333333333,ATTACK
unknown,unknown,0,0,0,0.001,0,0,0,0,0,80,0,0,0,0,0.1,0.1,0.05,0.2,6412,1000,60000,0,0,0,109.43863060122456,0,0,0,1,0.7809999999999999,ATTACK
unknown,unknown,0,0,0,0.001,0,0,0,0,0,66,0,0,0,0,0.1,0.1,0.05,0.2,2548,1000,60000,0,0,0,367.3758156511577,0,0,0,1,0.9083333333333333,ATTACK
unknown,unknown,0,0,0,0.001,0,0,0,0,0,68,0,0,0,0,0.1,0.1,0.05,0.2,2916,1000,60000,0,0,0,344.6872112708448,0,0,0,1,0.9083333333333333,ATTACK
unknown,unknown,0,0,0,0.001,0,0,0,0,0,128,0,0,0,0,0.1,0.1,0.05,0.2,3294,1000,60000,0,0,0,269.33378394903707,0,0,0,1,0.9083333333333333,ATTACK
unknown,unknown,0,0,0,0.001,0,0,0,0,0,125,0,0,0,0,0.1,0.1,0.05,0.2,870,1000,60000,0,0,0,467.14074596034,0,0,0,1,0.9133333333333333,ATTACK
unknown,unknown,0,0,0,0.001,0,0,0,0,0,57,0,0,0,0,0.1,0.1,0.05,0.2,6147,1000,60000,0,0,0,380.6303362384876,0,0,0,1,0.6983333333333333,ATTACK
unknown,unknown,0,0,0,0.001,0,0,0,0,0,143,0,0,0,0,0.1,0.1,0.05,0.2,4595,1000,60000,0,0,0,373.1611167198968,0,0,0,1,0.7483333333333333,ATTACK
unknown,unknown,0,0,0,0.001,0,0,0,0,0,162,0,0,0,0,0.1,0.1,0.05,0.2,1569,1000,60000,0,0,0,389.324264084569,0,0,0,1,0.9133333333333333,ATTACK
unknown,unknown,0,0,0,0.001,0,0,0,0,0,72,0,0,0,0,0.1,0.1,0.05,0.2,4291,1000,60000,0,0,0,445.342216281934,0,0,0,1,0.7483333333333333,ATTACK
unknown,unknown,0,0,0,0.001,0,0,0,0,0,197,0,0,0,0,0.1,0.1,0.05,0.2,3238,1000,60000,0,0,0,243.2404781361552,0,0,0,1,0.9083333333333333,ATTACK
unknown,unknown,0,0,0,0.001,0,0,0,0,0,156,0,0,0,0,0.1,0.1,0.05,0.2,1323,1000,60000,0,0,0,191.38954473452264,0,0,0,1,0.9940000000000001,ATTACK
unknown,unknown,0,0,0,0.001,0,0,0,0,0,40,0,0,0,0,0.1,0.1,0.05,0.2,1246,1000,60000,0,0,0,197.6031022775917,0,0,0,1,0.9893333333333334,ATTACK
unknown,unknown,0,0,0,0.001,0,0,0,0,0,136,0,0,0,0,0.1,0.1,0.05,0.2,7753,1000,60000,0,0,0,257.6770857447043,0,0,0,1,0.6883333333333332,ATTACK
unknown,unknown,0,0,0,0.001,0,0,0,0,0,57,0,0,0,0,0.1,0.1,0.05,0.2,1363,1000,60000,0,0,0,128.9854010995288,0,0,0,1,0.9940000000000001,ATTACK
unknown,unknown,0,0,0,0.001,0,0,0,0,0,42,0,0,0,0,0.1,0.1,0.05,0.2,7703,1000,60000,0,0,0,383.6532796855761,0,0,0,1,0.6883333333333332,ATTACK
unknown,unknown,0,0,0,0.001,0,0,0,0,0,147,0,0,0,0,0.1,0.1,0.05,0.2,7600,1000,60000,0,0,0,309.61741626893934,0,0,0,1,0.6883333333333332,ATTACK
unknown,unknown,0,0,0,0.001,0,0,0,0,0,57,0,0,0,0,0.1,0.1,0.05,0.2,3420,1000,60000,0,0,0,425.09535237500506,0,0,0,1,0.9083333333333333,ATTACK
unknown,unknown,0,0,0,0.001,0,0,0,0,0,110,0,0,0,0,0.1,0.1,0.05,0.2,1403,1000,60000,0,0,0,139.86436753368446,0,0,0,1,0.9940000000000001,ATTACK
unknown,unknown,0,0,0,0.001,0,0,0,0,0,49,0,0,0,0,0.1,0.1,0.05,0.2,3087,1000,60000,0,0,0,287.52831627994885,0,0,0,1,0.9083333333333333,ATTACK
unknown,unknown,0,0,0,0.001,0,0,0,0,0,92,0,0,0,0,0.1,0.1,0.05,0.2,7977,1000,60000,0,0,0,272.74964329449705,0,0,0,1,0.6883333333333332,ATTACK
unknown,unknown,0,0,0,0.001,0,0,0,0,0,52,0,0,0,0,0.1,0.1,0.05,0.2,3193,1000,60000,0,0,0,275.1068501794936,0,0,0,1,0.9083333333333333,ATTACK
unknown,unknown,0,0,0,0.001,0,0,0,0,0,48,0,0,0,0,0.1,0.1,0.05,0.2,4405,1000,60000,0,0,0,442.16598085849125,0,0,0,1,0.7483333333333333,ATTACK
unknown,unknown,0,0,0,0.001,0,0,0,0,0,113,0,0,0,0,0.1,0.1,0.05,0.2,1244,1000,60000,0,0,0,165.43215578365897,0,0,0,1,0.9940000000000001,ATTACK
unknown,unknown,0,0,0,0.001,0,0,0,0,0,124,0,0,0,0,0.1,0.1,0.05,0.2,890,1000,60000,0,0,0,210.32374208325515,0,0,0,1,0.9893333333333334,ATTACK
unknown,unknown,0,0,0,0.001,0,0,0,0,0,42,0,0,0,0,0.1,0.1,0.05,0.2,4696,1000,60000,0,0,0,235.85263826233012,0,0,0,1,0.7483333333333333,ATTACK
unknown,unknown,0,0,0,0.001,0,0,0,0,0,173,0,0,0,0,0.1,0.1,0.05,0.2,4529,1000,60000,0,0,0,235.8389870963956,0,0,0,1,0.7483333333333333,ATTACK
unknown,unknown,0,0,0,0.001,0,0,0,0,0,50,0,0,0,0,0.1,0.1,0.05,0.2,4369,1000,60000,0,0,0,420.9098146874289,0,0,0,1,0.7483333333333333,ATTACK
unknown,unknown,0,0,0,0.001,0,0,0,0,0,90,0,0,0,0,0.1,0.1,0.05,0.2,3105,1000,60000,0,0,0,259.04023304324414,0,0,0,1,0.9083333333333333,ATTACK
unknown,unknown,0,0,0,0.001,0,0,0,0,0,77,0,0,0,0,0.1,0.1,0.05,0.2,7886,1000,60000,0,0,0,420.26892989955246,0,0,0,1,0.6883333333333332,ATTACK
unknown,unknown,0,0,0,0.001,0,0,0,0,0,62,0,0,0,0,0.1,0.1,0.05,0.2,7299,1000,60000,0,0,0,491.3951227132096,0,0,0,1,0.6883333333333332,ATTACK
unknown,unknown,0,0,0,0.001,0,0,0,0,0,72,0,0,0,0,0.1,0.1,0.05,0.2,8136,1000,60000,0,0,0,336.6116177585548,0,0,0,1,0.6783333333333332,ATTACK
unknown,unknown,0,0,0,0.001,0,0,0,0,0,96,0,0,0,0,0.1,0.1,0.05,0.2,813,1000,60000,0,0,0,297.71201846910674,0,0,0,1,0.9133333333333333,ATTACK
unknown,unknown,0,0,0,0.001,0,0,0,0,0,165,0,0,0,0,0.1,0.1,0.05,0.2,2677,1000,60000,0,0,0,234.97295645033907,0,0,0,1,0.9083333333333333,ATTACK
unknown,unknown,0,0,0,0.001,0,0,0,0,0,186,0,0,0,0,0.1,0.1,0.05,0.2,2814,1000,60000,0,0,0,285.59154220500693,0,0,0,1,0.9083333333333333,ATTACK
unknown,unknown,0,0,0,0.001,0,0,0,0,0,41,0,0,0,0,0.1,0.1,0.05,0.2,6094,1000,60000,0,0,0,403.3333309885437,0,0,0,1,0.6983333333333333,ATTACK
unknown,unknown,0,0,0,0.001,0,0,0,0,0,166,0,0,0,0,0.1,0.1,0.05,0.2,779,1000,60000,0,0,0,195.51249973812105,0,0,0,1,0.9893333333333334,ATTACK
unknown,unknown,0,0,0,0.001,0,0,0,0,0,82,0,0,0,0,0.1,0.1,0.05,0.2,4722,1000,60000,0,0,0,255.03413438269496,0,0,0,1,0.7483333333333333,ATTACK
unknown,unknown,0,0,0,0.001,0,0,0,0,0,113,0,0,0,0,0.1,0.1,0.05,0.2,5767,1000,60000,0,0,0,257.1942001040494,0,0,0,1,0.7183333333333333,ATTACK
unknown,unknown,0,0,0,0.001,0,0,0,0,0,80,0,0,0,0,0.1,0.1,0.05,0.2,3988,1000,60000,0,0,0,120.85433460951998,0,0,0,1,0.9890000000000001,ATTACK
unknown,unknown,0,0,0,0.001,0,0,0,0,0,70,0,0,0,0,0.1,0.1,0.05,0.2,7511,1000,60000,0,0,0,458.3487396353841,0,0,0,1,0.6883333333333332,ATTACK
unknown,unknown,0,0,0,0.001,0,0,0,0,0,97,0,0,0,0,0.1,0.1,0.05,0.2,712,1000,60000,0,0,0,350.0512036914911,0,0,0,1,0.9133333333333333,ATTACK
unknown,unknown,0,0,0,0.001,0,0,0,0,0,151,0,0,0,0,0.1,0.1,0.05,0.2,2815,1000,60000,0,0,0,447.3254329585808,0,0,0,1,0.9083333333333333,ATTACK
unknown,unknown,0,0,0,0.001,0,0,0,0,0,185,0,0,0,0,0.1,0.1,0.05,0.2,212,1000,60000,0,0,0,257.5802961945436,0,0,0,1,0.9133333333333333,ATTACK
unknown,unknown,0,0,0,0.001,0,0,0,0,0,181,0,0,0,0,0.1,0.1,0.05,0.2,8165,1000,60000,0,0,0,438.29589189673055,0,0,0,1,0.6783333333333332,ATTACK
unknown,unknown,0,0,0,0.001,0,0,0,0,0,146,0,0,0,0,0.1,0.1,0.05,0.2,4362,1000,60000,0,0,0,268.14516544115463,0,0,0,1,0.7483333333333333,ATTACK
unknown,unknown,0,0,0,0.001,0,0,0,0,0,88,0,0,0,0,0.1,0.1,0.05,0.2,90,1000,60000,0,0,0,418.1025479768514,0,0,0,1,0.9133333333333333,ATTACK
unknown,unknown,0,0,0,0.001,0,0,0,0,0,65,0,0,0,0,0.1,0.1,0.05,0.2,2754,1000,60000,0,0,0,467.8602968835602,0,0,0,1,0.9083333333333333,ATTACK
unknown,unknown,0,0,0,0.001,0,0,0,0,0,68,0,0,0,0,0.1,0.1,0.05,0.2,3779,1000,60000,0,0,0,137.60918305145995,0,0,0,1,0.9890000000000001,ATTACK
unknown,unknown,0,0,0,0.001,0,0,0,0,0,101,0,0,0,0,0.1,0.1,0.05,0.2,3458,1000,60000,0,0,0,141.14270073690295,0,0,0,1,0.9890000000000001,ATTACK
unknown,unknown,0,0,0,0.001,0,0,0,0,0,193,0,0,0,0,0.1,0.1,0.05,0.2,7759,1000,60000,0,0,0,454.1464168738177,0,0,0,1,0.6883333333333332,ATTACK
unknown,unknown,0,0,0,0.001,0,0,0,0,0,123,0,0,0,0,0.1,0.1,0.05,0.2,7729,1000,60000,0,0,0,338.27132566069395,0,0,0,1,0.6883333333333332,ATTACK
unknown,unknown,0,0,0,0.001,0,0,0,0,0,103,0,0,0,0,0.1,0.1,0.05,0.2,528,1000,60000,0,0,0,120.79873786891872,0,0,0,1,0.9940000000000001,ATTACK
unknown,unknown,0,0,0,0.001,0,0,0,0,0,75,0,0,0,0,0.1,0.1,0.05,0.2,3092,1000,60000,0,0,0,209.69075905194808,0,0,0,1,0.9843333333333334,ATTACK
unknown,unknown,0,0,0,0.001,0,0,0,0,0,54,0,0,0,0,0.1,0.1,0.05,0.2,1858,1000,60000,0,0,0,407.57948514648456,0,0,0,1,0.9133333333333333,ATTACK
unknown,unknown,0,0,0,0.001,0,0,0,0,0,120,0,0,0,0,0.1,0.1,0.05,0.2,4855,1000,60000,0,0,0,317.49877623736256,0,0,0,1,0.7383333333333333,ATTACK
unknown,unknown,0,0,0,0.001,0,0,0,0,0,57,0,0,0,0,0.1,0.1,0.05,0.2,7553,1000,60000,0,0,0,486.6500235955632,0,0,0,1,0.6883333333333332,ATTACK
unknown,unknown,0,0,0,0.001,0,0,0,0,0,195,0,0,0,0,0.1,0.1,0.05,0.2,7458,1000,60000,0,0,0,168.47294167704842,0,0,0,1,0.769,ATTACK
unknown,unknown,0,0,0,0.001,0,0,0,0,0,157,0,0,0,0,0.1,0.1,0.05,0.2,2610,1000,60000,0,0,0,367.71132480859154,0,0,0,1,0.9083333333333333,ATTACK
unknown,unknown,0,0,0,0.001,0,0,0,0,0,130,0,0,0,0,0.1,0.1,0.05,0.2,307,1000,60000,0,0,0,254.8944137962998,0,0,0,1,0.9133333333333333,ATTACK
unknown,unknown,0,0,0,0.001,0,0,0,0,0,119,0,0,0,0,0.1,0.1,0.05,0.2,633,1000,60000,0,0,0,166.1481735608452,0,0,0,1,0.9940000000000001,ATTACK
